point1_idx,point1_name,point1_source,point1_lat,point1_lon,point2_idx,point2_name,point2_source,point2_lat,point2_lon,distance_m
114,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.185833,126.4525,2458,서천군 서면 오력도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.185833,126.4525,0.0
115,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.138056,126.450278,122,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.138056,126.450278,0.0
115,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.138056,126.450278,130,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.138056,126.450278,0.0
115,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.138056,126.450278,2387,서천군 서면 오력도해역 - 사각형어초 (1998년),chungnam_points.gpx,36.138056,126.450278,0.0
115,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.138056,126.450278,2403,서천군 서면 오력도해역 - 사각형어초 (1997년),chungnam_points.gpx,36.138056,126.450278,0.0
115,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.138056,126.450278,2419,서천군 서면 오력도해역 - 사각형어초 (1996년),chungnam_points.gpx,36.138056,126.450278,0.0
115,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.138056,126.450278,2439,서천군 서면 오력도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.138056,126.450278,0.0
115,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.138056,126.450278,2459,서천군 서면 오력도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.138056,126.450278,0.0
116,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.185833,126.485833,123,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.185833,126.485833,0.0
116,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.185833,126.485833,131,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.185833,126.485833,0.0
116,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.185833,126.485833,2388,서천군 서면 오력도해역 - 사각형어초 (1998년),chungnam_points.gpx,36.185833,126.485833,0.0
116,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.185833,126.485833,2404,서천군 서면 오력도해역 - 사각형어초 (1997년),chungnam_points.gpx,36.185833,126.485833,0.0
116,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.185833,126.485833,2420,서천군 서면 오력도해역 - 사각형어초 (1996년),chungnam_points.gpx,36.185833,126.485833,0.0
116,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.185833,126.485833,2440,서천군 서면 오력도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.185833,126.485833,0.0
116,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.185833,126.485833,2460,서천군 서면 오력도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.185833,126.485833,0.0
117,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.138056,126.476944,124,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.138056,126.476944,0.0
117,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.138056,126.476944,132,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.138056,126.476944,0.0
117,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.138056,126.476944,2389,서천군 서면 오력도해역 - 사각형어초 (1998년),chungnam_points.gpx,36.138056,126.476944,0.0
117,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.138056,126.476944,2405,서천군 서면 오력도해역 - 사각형어초 (1997년),chungnam_points.gpx,36.138056,126.476944,0.0
117,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.138056,126.476944,2421,서천군 서면 오력도해역 - 사각형어초 (1996년),chungnam_points.gpx,36.138056,126.476944,0.0
117,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.138056,126.476944,2441,서천군 서면 오력도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.138056,126.476944,0.0
117,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.138056,126.476944,2461,서천군 서면 오력도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.138056,126.476944,0.0
118,보령시 오천면 오도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.192222,126.055833,125,보령시 오천면 오도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.192222,126.055833,0.0
118,보령시 오천면 오도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.192222,126.055833,2398,보령시 오천면 오도해역 - 잠보형어초 (1997년),chungnam_points.gpx,36.192222,126.055833,0.0
118,보령시 오천면 오도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.192222,126.055833,2434,보령시 오천면 오도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.192222,126.055833,0.0
118,보령시 오천면 오도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.192222,126.055833,2454,보령시 오천면 오도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.192222,126.055833,0.0
119,보령시 오천면 오도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.166667,126.050278,126,보령시 오천면 오도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.166667,126.050278,0.0
119,보령시 오천면 오도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.166667,126.050278,136,보령시 오천면 오도해역 - 사각형어초 (1993년),jeolla_points.gpx,36.166667,126.050278,0.0
119,보령시 오천면 오도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.166667,126.050278,2415,보령시 오천면 오도해역 - 잠보형어초 (1996년),chungnam_points.gpx,36.166667,126.050278,0.0
119,보령시 오천면 오도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.166667,126.050278,2435,보령시 오천면 오도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.166667,126.050278,0.0
119,보령시 오천면 오도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.166667,126.050278,2455,보령시 오천면 오도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.166667,126.050278,0.0
119,보령시 오천면 오도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.166667,126.050278,2481,보령시 오천면 오도해역 - 사각형어초 (1993년),chungnam_points.gpx,36.166667,126.050278,0.0
120,보령시 오천면 오도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.166667,126.080556,128,보령시 오천면 오도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.166667,126.080556,0.0
120,보령시 오천면 오도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.166667,126.080556,2417,보령시 오천면 오도해역 - 잠보형어초 (1996년),chungnam_points.gpx,36.166667,126.080556,0.0
120,보령시 오천면 오도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.166667,126.080556,2437,보령시 오천면 오도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.166667,126.080556,0.0
120,보령시 오천면 오도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.166667,126.080556,2457,보령시 오천면 오도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.166667,126.080556,0.0
121,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.185833,126.4525,129,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.185833,126.4525,0.0
121,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.185833,126.4525,2386,서천군 서면 오력도해역 - 사각형어초 (1998년),chungnam_points.gpx,36.185833,126.4525,0.0
121,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.185833,126.4525,2402,서천군 서면 오력도해역 - 사각형어초 (1997년),chungnam_points.gpx,36.185833,126.4525,0.0
121,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.185833,126.4525,2418,서천군 서면 오력도해역 - 사각형어초 (1996년),chungnam_points.gpx,36.185833,126.4525,0.0
121,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.185833,126.4525,2438,서천군 서면 오력도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.185833,126.4525,0.0
121,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.185833,126.4525,2458,서천군 서면 오력도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.185833,126.4525,0.0
122,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.138056,126.450278,130,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.138056,126.450278,0.0
122,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.138056,126.450278,2387,서천군 서면 오력도해역 - 사각형어초 (1998년),chungnam_points.gpx,36.138056,126.450278,0.0
122,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.138056,126.450278,2403,서천군 서면 오력도해역 - 사각형어초 (1997년),chungnam_points.gpx,36.138056,126.450278,0.0
122,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.138056,126.450278,2419,서천군 서면 오력도해역 - 사각형어초 (1996년),chungnam_points.gpx,36.138056,126.450278,0.0
122,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.138056,126.450278,2439,서천군 서면 오력도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.138056,126.450278,0.0
122,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.138056,126.450278,2459,서천군 서면 오력도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.138056,126.450278,0.0
123,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.185833,126.485833,131,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.185833,126.485833,0.0
123,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.185833,126.485833,2388,서천군 서면 오력도해역 - 사각형어초 (1998년),chungnam_points.gpx,36.185833,126.485833,0.0
123,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.185833,126.485833,2404,서천군 서면 오력도해역 - 사각형어초 (1997년),chungnam_points.gpx,36.185833,126.485833,0.0
123,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.185833,126.485833,2420,서천군 서면 오력도해역 - 사각형어초 (1996년),chungnam_points.gpx,36.185833,126.485833,0.0
123,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.185833,126.485833,2440,서천군 서면 오력도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.185833,126.485833,0.0
123,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.185833,126.485833,2460,서천군 서면 오력도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.185833,126.485833,0.0
124,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.138056,126.476944,132,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.138056,126.476944,0.0
124,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.138056,126.476944,2389,서천군 서면 오력도해역 - 사각형어초 (1998년),chungnam_points.gpx,36.138056,126.476944,0.0
124,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.138056,126.476944,2405,서천군 서면 오력도해역 - 사각형어초 (1997년),chungnam_points.gpx,36.138056,126.476944,0.0
124,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.138056,126.476944,2421,서천군 서면 오력도해역 - 사각형어초 (1996년),chungnam_points.gpx,36.138056,126.476944,0.0
124,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.138056,126.476944,2441,서천군 서면 오력도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.138056,126.476944,0.0
124,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.138056,126.476944,2461,서천군 서면 오력도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.138056,126.476944,0.0
125,보령시 오천면 오도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.192222,126.055833,2398,보령시 오천면 오도해역 - 잠보형어초 (1997년),chungnam_points.gpx,36.192222,126.055833,0.0
125,보령시 오천면 오도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.192222,126.055833,2434,보령시 오천면 오도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.192222,126.055833,0.0
125,보령시 오천면 오도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.192222,126.055833,2454,보령시 오천면 오도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.192222,126.055833,0.0
126,보령시 오천면 오도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.166667,126.050278,136,보령시 오천면 오도해역 - 사각형어초 (1993년),jeolla_points.gpx,36.166667,126.050278,0.0
126,보령시 오천면 오도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.166667,126.050278,2415,보령시 오천면 오도해역 - 잠보형어초 (1996년),chungnam_points.gpx,36.166667,126.050278,0.0
126,보령시 오천면 오도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.166667,126.050278,2435,보령시 오천면 오도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.166667,126.050278,0.0
126,보령시 오천면 오도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.166667,126.050278,2455,보령시 오천면 오도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.166667,126.050278,0.0
126,보령시 오천면 오도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.166667,126.050278,2481,보령시 오천면 오도해역 - 사각형어초 (1993년),chungnam_points.gpx,36.166667,126.050278,0.0
127,보령시 오천면 오도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.192222,126.080556,2456,보령시 오천면 오도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.192222,126.080556,0.0
128,보령시 오천면 오도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.166667,126.080556,2417,보령시 오천면 오도해역 - 잠보형어초 (1996년),chungnam_points.gpx,36.166667,126.080556,0.0
128,보령시 오천면 오도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.166667,126.080556,2437,보령시 오천면 오도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.166667,126.080556,0.0
128,보령시 오천면 오도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.166667,126.080556,2457,보령시 오천면 오도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.166667,126.080556,0.0
129,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.185833,126.4525,2386,서천군 서면 오력도해역 - 사각형어초 (1998년),chungnam_points.gpx,36.185833,126.4525,0.0
129,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.185833,126.4525,2402,서천군 서면 오력도해역 - 사각형어초 (1997년),chungnam_points.gpx,36.185833,126.4525,0.0
129,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.185833,126.4525,2418,서천군 서면 오력도해역 - 사각형어초 (1996년),chungnam_points.gpx,36.185833,126.4525,0.0
129,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.185833,126.4525,2438,서천군 서면 오력도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.185833,126.4525,0.0
129,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.185833,126.4525,2458,서천군 서면 오력도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.185833,126.4525,0.0
130,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.138056,126.450278,2387,서천군 서면 오력도해역 - 사각형어초 (1998년),chungnam_points.gpx,36.138056,126.450278,0.0
130,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.138056,126.450278,2403,서천군 서면 오력도해역 - 사각형어초 (1997년),chungnam_points.gpx,36.138056,126.450278,0.0
130,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.138056,126.450278,2419,서천군 서면 오력도해역 - 사각형어초 (1996년),chungnam_points.gpx,36.138056,126.450278,0.0
130,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.138056,126.450278,2439,서천군 서면 오력도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.138056,126.450278,0.0
130,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.138056,126.450278,2459,서천군 서면 오력도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.138056,126.450278,0.0
131,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.185833,126.485833,2388,서천군 서면 오력도해역 - 사각형어초 (1998년),chungnam_points.gpx,36.185833,126.485833,0.0
131,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.185833,126.485833,2404,서천군 서면 오력도해역 - 사각형어초 (1997년),chungnam_points.gpx,36.185833,126.485833,0.0
131,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.185833,126.485833,2420,서천군 서면 오력도해역 - 사각형어초 (1996년),chungnam_points.gpx,36.185833,126.485833,0.0
131,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.185833,126.485833,2440,서천군 서면 오력도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.185833,126.485833,0.0
131,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.185833,126.485833,2460,서천군 서면 오력도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.185833,126.485833,0.0
132,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.138056,126.476944,2389,서천군 서면 오력도해역 - 사각형어초 (1998년),chungnam_points.gpx,36.138056,126.476944,0.0
132,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.138056,126.476944,2405,서천군 서면 오력도해역 - 사각형어초 (1997년),chungnam_points.gpx,36.138056,126.476944,0.0
132,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.138056,126.476944,2421,서천군 서면 오력도해역 - 사각형어초 (1996년),chungnam_points.gpx,36.138056,126.476944,0.0
132,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.138056,126.476944,2441,서천군 서면 오력도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.138056,126.476944,0.0
132,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.138056,126.476944,2461,서천군 서면 오력도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.138056,126.476944,0.0
133,보령시 오천면 오도해역 - 사각형어초 (1993년),jeolla_points.gpx,36.192222,126.0325,2478,보령시 오천면 오도해역 - 사각형어초 (1993년),chungnam_points.gpx,36.192222,126.0325,0.0
134,보령시 오천면 오도해역 - 사각형어초 (1993년),jeolla_points.gpx,36.166667,126.0325,2479,보령시 오천면 오도해역 - 사각형어초 (1993년),chungnam_points.gpx,36.166667,126.0325,0.0
135,보령시 오천면 오도해역 - 사각형어초 (1993년),jeolla_points.gpx,36.192222,126.050278,2480,보령시 오천면 오도해역 - 사각형어초 (1993년),chungnam_points.gpx,36.192222,126.050278,0.0
136,보령시 오천면 오도해역 - 사각형어초 (1993년),jeolla_points.gpx,36.166667,126.050278,2415,보령시 오천면 오도해역 - 잠보형어초 (1996년),chungnam_points.gpx,36.166667,126.050278,0.0
136,보령시 오천면 오도해역 - 사각형어초 (1993년),jeolla_points.gpx,36.166667,126.050278,2435,보령시 오천면 오도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.166667,126.050278,0.0
136,보령시 오천면 오도해역 - 사각형어초 (1993년),jeolla_points.gpx,36.166667,126.050278,2455,보령시 오천면 오도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.166667,126.050278,0.0
136,보령시 오천면 오도해역 - 사각형어초 (1993년),jeolla_points.gpx,36.166667,126.050278,2481,보령시 오천면 오도해역 - 사각형어초 (1993년),chungnam_points.gpx,36.166667,126.050278,0.0
137,보령시 오천면 무마도해역 - 사각형어초 (1986년),jeolla_points.gpx,36.193056,126.090833,2556,보령시 오천면 무마도해역 - 사각형어초 (1986년),chungnam_points.gpx,36.193056,126.090833,0.0
138,보령시 오천면 무마도해역 - 사각형어초 (1986년),jeolla_points.gpx,36.193056,126.08,2557,보령시 오천면 무마도해역 - 사각형어초 (1986년),chungnam_points.gpx,36.193056,126.08,0.0
139,서천군 서면 도둔해역 - 사각형어초 (1976년),jeolla_points.gpx,36.153889,126.459722,2591,서천군 서면 도둔해역 - 사각형어초 (1976년),chungnam_points.gpx,36.153889,126.459722,0.0
140,서천군 서면 도둔해역 - 사각형어초 (1976년),jeolla_points.gpx,36.151667,126.459722,2592,서천군 서면 도둔해역 - 사각형어초 (1976년),chungnam_points.gpx,36.151667,126.459722,0.0
141,서천군 서면 도둔해역 - 사각형어초 (1976년),jeolla_points.gpx,36.153889,126.463056,2593,서천군 서면 도둔해역 - 사각형어초 (1976년),chungnam_points.gpx,36.153889,126.463056,0.0
142,서천군 서면 도둔해역 - 사각형어초 (1976년),jeolla_points.gpx,36.151667,126.463056,2594,서천군 서면 도둔해역 - 사각형어초 (1976년),chungnam_points.gpx,36.151667,126.463056,0.0
143,서천군 서면 마량해역 - 사각형어초 (1973년),jeolla_points.gpx,36.153889,126.465,2603,서천군 서면 마량해역 - 사각형어초 (1973년),chungnam_points.gpx,36.153889,126.465,0.0
144,서천군 서면 마량해역 - 사각형어초 (1973년),jeolla_points.gpx,36.151111,126.468333,2604,서천군 서면 마량해역 - 사각형어초 (1973년),chungnam_points.gpx,36.151111,126.468333,0.0
221,해양수산부 어초 수심:10m (해도:KR4F4H10),jeolla_points.gpx,34.519619,127.056734,229,해양수산부 어초 수심:10m (해도:KR4F4H10),jeolla_points.gpx,34.519618,127.056731,0.3
560,강릉시 주문진읍 주문32리 - 어선어초 (2002년) 수심:29m,gangwon_points.gpx,37.887617,128.864333,561,강릉시 주문진읍 주문33리 - 사각형 (2002년) 수심:29m,gangwon_points.gpx,37.887617,128.864333,0.0
575,강릉시 연곡면 영진리 - 반원가지형 (2009년),gangwon_points.gpx,37.86875,128.855417,576,강릉시 연곡면 영진리 - 사각복합형 (2009년),gangwon_points.gpx,37.86875,128.855417,0.0
1118,006,my_own_points.gpx,36.823750073,126.152583248,1119,007,my_own_points.gpx,36.823699568,126.152646341,7.94
1687,당진시 석문면 장고항 - 신요철 (2006년),chungnam_points.gpx,37.048467,126.533333,2120,"당진시 석문면 교로,장고항해역 - 신요철형어초 (2006년)",chungnam_points.gpx,37.048467,126.533333,0.0
1688,당진시 석문면 장고항 - 신요철 (2006년),chungnam_points.gpx,37.048167,126.533917,2122,"당진시 석문면 교로,장고항해역 - 신요철형어초 (2006년)",chungnam_points.gpx,37.048167,126.533917,0.0
1689,당진시 석문면 장고항 - 신요철 (2006년),chungnam_points.gpx,37.047017,126.5368,2121,"당진시 석문면 교로,장고항해역 - 신요철형어초 (2006년)",chungnam_points.gpx,37.047017,126.5368,0.0
1690,당진시 석문면 장고항 - 신요철 (2006년),chungnam_points.gpx,37.047017,126.53735,2123,"당진시 석문면 교로,장고항해역 - 신요철형어초 (2006년)",chungnam_points.gpx,37.047017,126.53735,0.0
1691,당진시 석문면 장고항 - 신요철 (2006년),chungnam_points.gpx,37.042717,126.549333,2077,"당진시 석문면 교로,장고항해역 - 신요철형어초 (2007년)",chungnam_points.gpx,37.042717,126.549333,0.0
1692,당진시 석문면 장고항 - 신요철 (2007년),chungnam_points.gpx,37.041833,126.55095,2078,"당진시 석문면 교로,장고항해역 - 신요철형어초 (2007년)",chungnam_points.gpx,37.041833,126.55095,0.0
1693,당진시 석문면 장고항 - 신요철 (2007년),chungnam_points.gpx,37.04105,126.552083,2079,"당진시 석문면 교로,장고항해역 - 신요철형어초 (2007년)",chungnam_points.gpx,37.04105,126.552083,0.0
1694,당진시 석문면 장고항 - 신요철 (2007년),chungnam_points.gpx,37.04365,126.54805,2080,"당진시 석문면 교로,장고항해역 - 신요철형어초 (2007년)",chungnam_points.gpx,37.04365,126.54805,0.0
1695,당진시 석문면 장고항 - 신요철 (2007년),chungnam_points.gpx,37.042667,126.546767,2081,"당진시 석문면 교로,장고항해역 - 신요철형어초 (2007년)",chungnam_points.gpx,37.042667,126.546767,0.0
1696,당진시 석문면 장고항 - 신요철 (2007년),chungnam_points.gpx,37.044467,126.546183,2027,"당진시 석문면 교로,장고항해역 - 테트라형어초 (2009년)",chungnam_points.gpx,37.044467,126.546183,0.0
1697,당진시 석문면 장고항 - 신요철 (2007년),chungnam_points.gpx,37.045067,126.541783,2028,"당진시 석문면 교로,장고항해역 - 테트라형어초 (2009년)",chungnam_points.gpx,37.045067,126.541783,0.0
1698,당진시 석문면 장고항 - 신요철 (2007년),chungnam_points.gpx,37.044717,126.543533,2029,"당진시 석문면 교로,장고항해역 - 테트라형어초 (2009년)",chungnam_points.gpx,37.044717,126.543533,0.0
1699,당진시 석문면 장고항 - 신요철 (2007년),chungnam_points.gpx,37.043633,126.544867,2030,"당진시 석문면 교로,장고항해역 - 테트라형어초 (2009년)",chungnam_points.gpx,37.043633,126.544867,0.0
1700,당진시 석문면 장고항 - 신요철 (2007년),chungnam_points.gpx,37.042133,126.547767,2031,"당진시 석문면 교로,장고항해역 - 테트라형어초 (2009년)",chungnam_points.gpx,37.042133,126.547767,0.0
1701,당진시 석문면 장고항 - 신요철 (2007년),chungnam_points.gpx,37.041383,126.5495,2032,"당진시 석문면 교로,장고항해역 - 테트라형어초 (2009년)",chungnam_points.gpx,37.041383,126.5495,0.0
1702,당진시 석문면 장고항 - 테트라 (2009년),chungnam_points.gpx,37.043367,126.5418,2033,"당진시 석문면 교로,장고항해역 - 테트라형어초 (2009년)",chungnam_points.gpx,37.043367,126.5418,0.0
1703,당진시 석문면 장고항 - 테트라 (2009년),chungnam_points.gpx,37.042833,126.543517,2034,"당진시 석문면 교로,장고항해역 - 테트라형어초 (2009년)",chungnam_points.gpx,37.042833,126.543517,0.0
1704,당진시 석문면 장고항 - 테트라 (2009년),chungnam_points.gpx,37.041833,126.544867,2035,"당진시 석문면 교로,장고항해역 - 테트라형어초 (2009년)",chungnam_points.gpx,37.041833,126.544867,0.0
1705,당진시 석문면 장고항 - 테트라 (2009년),chungnam_points.gpx,37.045383,126.538583,2036,"당진시 석문면 교로,장고항해역 - 테트라형어초 (2009년)",chungnam_points.gpx,37.045383,126.538583,0.0
1706,당진시 석문면 장고항 - 테트라 (2009년),chungnam_points.gpx,37.044367,126.540267,2037,"당진시 석문면 교로,장고항해역 - 테트라형어초 (2009년)",chungnam_points.gpx,37.044367,126.540267,0.0
1707,당진시 석문면 장고항 - 테트라 (2009년),chungnam_points.gpx,37.046617,126.53505,2038,"당진시 석문면 교로,장고항해역 - 테트라형어초 (2009년)",chungnam_points.gpx,37.046617,126.53505,0.0
1708,당진시 석문면 장고항 - 테트라 (2009년),chungnam_points.gpx,37.045717,126.536483,2039,"당진시 석문면 교로,장고항해역 - 테트라형어초 (2009년)",chungnam_points.gpx,37.045717,126.536483,0.0
1709,당진시 석문면 난지도 - 시험어초사각전주 (2001년),chungnam_points.gpx,37.05425,126.40715,2358,당진시 석문면 난지도해역 - 사각전주어초(시험어초) (2001년),chungnam_points.gpx,37.05425,126.40715,0.0
